id,source_url,date_collected,sentence,MACHINE,COMPONENT,DEFECT_TYPE,ERROR_CODE,LOCATION,notes
134,https://suadiencongnghiep.vn,7/4/2026,"Rãnh trượt và các bề mặt dẫn hướng bị mài mòn không đều gây ra sự rung động, giật cục trong quá trình di chuyển.",,Rãnh trượt; các bề mặt dẫn hướng,"bị mài mòn không đều gây ra sự rung động, giật cục trong quá trình di chuyển",,,
135,https://suadiencongnghiep.vn,7/4/2026,"Khi bạc đạn bị mòn hoặc hỏng, trục chính sẽ không còn quay đúng tâm, gây ra hiện tượng đảo dao.",,bạc đạn; trục chính,"bị mòn hoặc hỏng; không còn quay đúng tâm, gây ra hiện tượng đảo dao",,,
136,https://suadiencongnghiep.vn,7/4/2026,Khung máy phay cơ cũ có thể bị biến dạng nhẹ hoặc các mối ghép bị lỏng lẻo.,máy phay cơ cũ,Khung; các mối ghép,bị biến dạng nhẹ; bị lỏng lẻo,,,
137,https://suadiencongnghiep.vn,7/4/2026,Năng suất của máy phay công nghiệp cũ phụ thuộc rất nhiều vào kinh nghiệm và tay nghề của người thợ.,máy phay công nghiệp cũ,,,,,
138,https://suadiencongnghiep.vn,7/4/2026,"Máy phay mini CNC 3 trục là loại máy công cụ sử dụng hệ thống điều khiển số bằng máy tính để tự động hóa các chuyển động của dao phay theo 3 trục tọa độ độc lập: trục X (dọc), trục Y (ngang) và trục Z (đứng)",Máy phay mini CNC 3 trục,hệ thống điều khiển số bằng máy tính; dao phay; trục X (dọc); trục Y (ngang); trục Z (đứng),,,,
139,https://suadiencongnghiep.vn,7/4/2026,"Việc mua máy phay CNC 3 trục cũ tiềm ẩn vô số nguy cơ mà nếu không đánh giá kỹ lưỡng, chúng có thể phát sinh một chi phí khổng lồ trong dài hạn, ảnh hưởng nghiêm trọng đến hoạt động sản xuất.",máy phay CNC 3 trục cũ,,,,,
140,https://suadiencongnghiep.vn,7/4/2026,"Nhiệt độ, độ ẩm, bụi bẩn và các biến động điện áp có thể gây hỏng hóc các bo mạch chính, các thiết bị ngoại vi, hoặc bộ cấp nguồn.",,bo mạch chính; các thiết bị ngoại vi; bộ cấp nguồn,gây hỏng hóc,,,
141,https://suadiencongnghiep.vn,7/4/2026,"Các bộ phận chuyển động quan trọng (ray trượt, vít me) không được bôi trơn đầy đủ, làm tăng ma sát và đẩy nhanh quá trình mài mòn.",,ray trượt; vít me,"không được bôi trơn đầy đủ, làm tăng ma sát và đẩy nhanh quá trình mài mòn",,,
142,https://suadiencongnghiep.vn,7/4/2026,Thời gian dừng máy kéo dài do máy phay CNC 3 trục cũ dễ hỏng vặt và cần sửa chữa thường xuyên.,máy phay CNC 3 trục cũ,,dễ hỏng vặt và cần sửa chữa thường xuyên,,,
143,https://suadiencongnghiep.vn,7/4/2026,"Trên máy tiện cụt cũ, băng máy ngang và bàn trượt chịu nhiều áp lực và di chuyển thường xuyên.",máy tiện cụt cũ,băng máy ngang; bàn trượt,,,,
144,https://suadiencongnghiep.vn,7/4/2026,"Động cơ yếu hơn so với công suất danh định, dễ bị quá nhiệt, phát ra mùi lạ hoặc tiếng ồn bất thường.",,Động cơ,"yếu hơn so với công suất danh định, dễ bị quá nhiệt, phát ra mùi lạ hoặc tiếng ồn bất thường",,,
145,https://suadiencongnghiep.vn,7/4/2026,"Trong bối cảnh công nghệ phát triển không ngừng, việc sở hữu một chiếc máy tiện CNC không chỉ là nâng cấp thiết bị, mà là một bước đi chiến lược để tối ưu hóa quy trình, nâng cao chất lượng sản phẩm và tạo lợi thế cạnh tranh vượt trội.",máy tiện CNC,,,,,
146,https://suadiencongnghiep.vn,7/4/2026,"Trong thế giới gia công cơ khí chính xác, máy phay CNC 4 trục là một bước nhảy vọt trong công nghệ phay tiện so với người tiền nhiệm 3 trục",máy phay CNC 4 trục; người tiền nhiệm 3 trục,,,,,
147,https://suadiencongnghiep.vn,7/4/2026,"Máy phay CNC 4 trục là máy phay CNC bao gồm 3 trục tịnh tiến quen thuộc (X, Y, Z) và 1 trục quay bổ sung: trục A (xoay quanh trục X), trục B (xoay quanh trục Y) hoặc trục C (xoay quanh trục Z)",Máy phay CNC 4 trục; máy phay CNC,"3 trục tịnh tiến quen thuộc (X, Y, Z); 1 trục quay bổ sung: trục A (xoay quanh trục X); trục B (xoay quanh trục Y); trục C (xoay quanh trục Z)",,,,
148,https://suadiencongnghiep.vn,7/4/2026,Động cơ Servo của trục quay xuống cấp,,Động cơ Servo của trục quay,xuống cấp,,,
149,https://suadiencongnghiep.vn,7/4/2026,Trục quay có độ rơ lớn,,Trục quay,có độ rơ lớn,,,
150,https://suadiencongnghiep.vn,7/4/2026,Bơm dầu bị cạn do rò rỉ không khí trong ống hút dầu của bơm dầu hoặc mức dầu trong bình dầu thấp.,Bơm dầu,ống hút dầu của bơm dầu; bình dầu,bị cạn do rò rỉ không khí; mức dầu trong bình dầu thấp,,,
151,https://suadiencongnghiep.vn,7/4/2026,Bộ lọc dầu áp suất cao đầu ra bị chặn hoặc lưu lượng không đạt tiêu chuẩn.,,Bộ lọc dầu áp suất cao đầu ra,bị chặn hoặc lưu lượng không đạt tiêu chuẩn,,,
152,https://suadiencongnghiep.vn,7/4/2026,"Aptomat tổng hoặc nhánh thường xuyên nhảy, gây gián đoạn sản xuất.",,Aptomat tổng; nhánh,"thường xuyên nhảy, gây gián đoạn sản xuất",,,
153,https://suadiencongnghiep.vn,7/4/2026,"Contactor bị dính, cháy tiếp điểm",,Contactor; tiếp điểm,"bị dính, cháy tiếp điểm",,,
154,https://suadiencongnghiep.vn,7/4/2026,Tụ DC Link là thành phần quan trọng nhất khi nói về thay tụ điện trong biến tần,,Tụ DC Link; tụ điện; biến tần,,,,
155,https://suadiencongnghiep.vn,7/4/2026,Nó đóng vai trò làm phẳng điện áp DC từ mạch chỉnh lưu trước khi cấp cho mạch nghịch lưu PWM.,,mạch chỉnh lưu; mạch nghịch lưu PWM,,,,
156,https://hlauto.vn,7/4/2026,"Tháng 7/2024, nhà máy sản xuất nhựa Tân Bình gọi HLAuto hỗ trợ khẩn cấp",,,,,nhà máy sản xuất nhựa Tân Bình,
157,https://hlauto.vn,7/4/2026,"3 biến tần Schneider ATV320 (15kW) báo lỗi ""DC BUS FAULT""",biến tần Schneider ATV320 (15kW),,,DC BUS FAULT,,
158,https://hlauto.vn,7/4/2026,"Tại xưởng sản xuất cơ khí Bình Dương, kỹ thuật viên HLAuto gặp biến tần Delta E310 báo lỗi UV",biến tần Delta E310,,,UV,xưởng sản xuất cơ khí Bình Dương,
159,https://hlauto.vn,7/4/2026,Một khách hàng tại Cần Thơ phản ánh biến tần không chạy khi bấm nút ON.,biến tần,,không chạy,,Cần Thơ,
160,https://hlauto.vn,7/4/2026,Kỹ thuật viên HLAuto đo thấy ngõ RUN không có điện áp điều khiển do tiếp điểm relay của PLC bị oxy hóa.,PLC,ngõ RUN;  tiếp điểm relay;,,,,
161,https://hlauto.vn,7/4/2026,"Trên biến tần hoặc module truyền thông PLC, các đèn LED (COMM, RUN, ERR...) là tín hiệu trực quan giúp bạn phán đoán nhanh tình trạng kết nối",biến tần;  module truyền thông PLC; đèn LED,,,,,
162,https://hlauto.vn,7/4/2026,Biến tần Delta VFD-M không nhận tín hiệu từ PLC S7-200,Biến tần Delta VFD-M; PLC S7-200,,,,,
163,https://hlauto.vn,7/4/2026,Biến tần LS iG5A báo lỗi rs485 sau 1 thời gian chạy,Biến tần LS iG5A,,,rs485,,
164,https://hlauto.vn,7/4/2026,Biến tần Schneider ATV310 điều khiển qua PLC S7-1200 (Modbus TCP) không kết nối được,Biến tần Schneider ATV310; PLC S7-1200,,không kết nối được,,,
165,https://hlauto.vn,7/4/2026,chúng tôi đã gặp trường hợp biến tần Schneider ATV630 22kW có điện trở cách điện chỉ 2.3MΩ - thấp hơn nhiều so với tiêu chuẩn 10MΩ,biến tần Schneider ATV630 22kW,,điện trở cách điện chỉ 2.3MΩ - thấp hơn nhiều so với tiêu chuẩn 10MΩ,,,
166,https://hlauto.vn,7/4/2026,"Biến tần ABB ACS580 7.5kW sau khi thay IGBT module, customer phàn nàn ""tiếng ồn khác lạ""",Biến tần ABB ACS580 7.5kW; IGBT module,,tiếng ồn khác lạ,,,
167,https://hlauto.vn,7/4/2026,"Tại xưởng cơ khí Bình Dương, biến tần ATV320 5.5kW hoạt động bình thường nhưng customer báo ""motor nóng hơn bình thường"".",motor,biến tần ATV320 5.5kW,nóng hơn bình thường,,xưởng cơ khí Bình Dương,
168,https://hlauto.vn,7/4/2026,Biến tần Danfoss FC302 15kW tại nhà máy thức ăn chăn nuôi,Biến tần Danfoss FC302 15kW,,,,nhà máy thức ăn chăn nuôi,
169,https://hlauto.vn,7/4/2026,"Nhà máy dệt may Đồng Nai, máy dệt kim chính dừng hoạt động do biến tần ABB ACS880 báo lỗi ""IGBT bị ngắn mạch""",máy dệt kim chính,biến tần ABB ACS880; IGBT,ngắn mạch,,Nhà máy dệt may Đồng Nai,
170,https://hlauto.vn,7/4/2026,"Biến tần Mitsubishi FR-F800 5,5kW báo lỗi quá dòng sau sửa bo mạch điều khiển","Biến tần Mitsubishi FR-F800 5,5kW",bo mạch điều khiển,,,,
171,https://hlauto.vn,7/4/2026,"Xưởng sản xuất gỗ tại Bình Dương, biến tần Mitsubishi FR-F800 điều khiển băng tải bị sét đánh làm cháy bo mạch điều khiển.",băng tải,biến tần Mitsubishi FR-F800; bo mạch điều khiển,bị sét đánh làm cháy,,Xưởng sản xuất gỗ tại Bình Dương,
172,https://hlauto.vn,7/4/2026,"Nhà máy sản xuất nhựa, ATV930 11kW truyền động trục vít ép",trục vít ép,ATV930 11kW,,,Nhà máy sản xuất nhựa,
173,https://hlauto.vn,7/4/2026,"Sau sửa chữa quạt làm mát, thử nghiệm sau khi sửa chữa biến tần gặp lỗi quá nhiệt.",quạt làm mát,biến tần,lỗi quá nhiệt,,,
174,https://hlauto.vn,7/4/2026,Tôi từng mất 3 ngày để tìm lỗi biến tần Mitsubishi FR-E720,biến tần Mitsubishi FR-E720,,,,,
175,https://hlauto.vn,7/4/2026,"Thay đủ thứ từ IGBT đến bo mạch, cuối cùng mới phát hiện chỉ do cài sai chế độ điều khiển từ Sensorless Vector sang V/F",,IGBT; bo mạch,sai chế độ điều khiển từ Sensorless Vector sang V/F,,,
176,https://hlauto.vn,7/4/2026,"Trong hệ thống tự động hóa hiện đại, truyền thông biến tần PLC qua Modbus RTU/TCP là điều không thể thiếu",biến tần PLC,,,,,
177,https://hlauto.vn,7/4/2026,"Tại nhà máy thức ăn chăn nuôi Bình Minh, 5 biến tần ABB ACS580 cùng chung 1 địa chỉ Modbus ID = 01.",biến tần ABB ACS580,,,,nhà máy thức ăn chăn nuôi Bình Minh,
178,https://hlauto.vn,7/4/2026,"Kết quả là cả 5 biến tần đều không nhận được lệnh từ PLC, dây chuyền nghiền ngừng hoạt động 4 tiếng.",dây chuyền nghiền,biến tần; PLC,,,,
179,https://hlauto.vn,7/4/2026,Cài đặt tham số không phù hợp,,,Cài đặt tham số không phù hợp,,,
180,https://hlauto.vn,7/4/2026,"12 biến tần Schneider ATV312 điều khiển băng tải chuyền thép đột nhiên cùng báo lỗi ""Communication Error"" sau khi bảo trì định kỳ.",băng tải chuyền thép,biến tần Schneider ATV312,,Communication Error,,
181,https://hlauto.vn,7/4/2026,Biến tần Delta VFD-M 15kW tại xưởng sản xuất gạch Viglacera. Motor 15kW/4P/380V/28A nhưng kỹ thuật viên cài P10=11kW.,Motor 15kW/4P/380V/28A,Biến tần Delta VFD-M 15kW,,,xưởng sản xuất gạch Viglacera,
182,https://hlauto.vn,7/4/2026,"motor không đạt đủ mô-men, máy ép gạch chạy chậm, sản lượng giảm 30%.",máy ép gạch,motor,"chạy chậm, sản lượng giảm 30%",,,
183,https://hlauto.vn,7/4/2026,Dây chuyền đóng chai bia với 8 biến tần Schneider ATV320 điều khiển băng tải.,Dây chuyền đóng chai bia; băng tải,biến tần Schneider ATV320,,,,
184,https://hlauto.vn,7/4/2026,"PLC Schneider M241 gửi lệnh 25Hz, nhưng biến tần chạy 15Hz rồi nhảy lên 35Hz",PLC Schneider M241; biến tần,,,,,
185,https://hlauto.vn,7/4/2026,HMI Weintek eMT3120A và PLC M241 cùng ghi vào register 40002 (frequency reference) với tần suất cao,HMI Weintek eMT3120A; PLC M241,,,,,
186,https://hlauto.vn,7/4/2026,Phân xưởng sản xuất thức ăn thủy sản với biến tần Yaskawa CIMR-VC4A0018 (7.5kW),biến tần Yaskawa CIMR-VC4A0018 (7.5kW),,,,Phân xưởng sản xuất thức ăn thủy sản,
187,https://hlauto.vn,7/4/2026,"Màn hình LCD hiển thị ký tự lạ: ""A.RUN"", ""F.?@#""",Màn hình LCD,,"hiển thị ký tự lạ: ""A.RUN"", ""F.?@#""",,,
188,https://hlauto.vn,7/4/2026,Hệ thống băng tải than tại nhà máy xi măng Hoàng Thạch.,Hệ thống băng tải than,,,,nhà máy xi măng Hoàng Thạch,
189,https://hlauto.vn,7/4/2026,Lỗi xung đột PLC-HMI tại nhà máy bia Sabeco,PLC-HMI,,Lỗi xung đột,,nhà máy bia Sabeco,
190,https://hlauto.vn,7/4/2026,Cảm biến nhiệt NTC 10kΩ trên tản nhiệt bị đứt mạch từ 2 tháng trước,tản nhiệt,Cảm biến nhiệt NTC 10kΩ,đứt mạch,,,
191,https://hlauto.vn,7/4/2026,"Biến tần báo ""OH"" (Overheat) dù chưa chạy",Biến tần,,,OH,,
192,https://hlauto.vn,7/4/2026,LED báo lỗi nháy liên tục theo pattern cố định,,LED,báo lỗi nháy liên tục theo pattern cố định,,,
193,https://hlauto.vn,7/4/2026,"Cuối năm 2024, HLAuto nhận được cuộc gọi khẩn từ một nhà máy chế biến thức ăn gia súc tại Đồng Nai",,,,,nhà máy chế biến thức ăn gia súc tại Đồng Nai,
194,https://hlauto.vn,7/4/2026,"Biến tần ABB ACS880 75kW điều khiển băng tải chính liên tục báo lỗi ""OH1"" sau 3 tháng vận hành.",băng tải chính,Biến tần ABB ACS880 75kW,,OH1,,
195,https://hlauto.vn,7/4/2026,"Dù đã ngắt nguồn AC, tụ điện trong biến tần vẫn có thể chứa điện áp cao (>400V DC) trong 10-15 phút.",biến tần,tụ điện,,,,
196,https://hlauto.vn,7/4/2026,"Tháng 3/2024, HLAuto nhận được yêu cầu khẩn cấp từ nhà máy xi măng Hoàng Thạch - Quảng Ninh",,,,,nhà máy xi măng Hoàng Thạch - Quảng Ninh,
197,https://hlauto.vn,7/4/2026,"Biến tần ABB ACS880-01-430A-3 (200kW) điều khiển quạt hút bụi chính liên tục báo lỗi ""OH1"" sau 6 tháng vận hành.",quạt hút bụi chính,Biến tần ABB ACS880-01-430A-3 (200kW),,OH1,,
198,https://hlauto.vn,7/4/2026,"Bo điều khiển (Control Board) chính là ""bộ não"" của toàn bộ hệ thống biến tần",hệ thống biến tần,Bo điều khiển,,,,
199,https://hlauto.vn,7/4/2026,"Vi điều khiển (MCU/DSP): Xử lý thuật toán điều khiển, thường là ARM Cortex hoặc DSP TI",,Vi điều khiển (MCU/DSP),,,,
200,https://hlauto.vn,7/4/2026,"Mạch nguồn xung: Cấp nguồn ổn định 5V, 3.3V, ±15V cho các IC",,Mạch nguồn xung; IC,,,,
201,https://hlauto.vn,7/4/2026,"IC giao tiếp: RS485, CAN, Modbus để kết nối với PLC/HMI",,IC giao tiếp; PLC/HMI,,,,
202,https://hlauto.vn,7/4/2026,Màn hình LED 7 đoạn hiển thị loạn ký tự,,Màn hình LED 7,hiển thị loạn ký tự,,,
203,https://hlauto.vn,7/4/2026,Màn hình LCD chập chờn hoặc mờ dần,,Màn hình LCD,chập chờn hoặc mờ dần,,,
204,https://hlauto.vn,7/4/2026,"Năm 2023, tôi nhận sửa một bo điều khiển Mitsubishi FR-E740.",Mitsubishi FR-E740,bo điều khiển,,,,
205,https://hlauto.vn,7/4/2026,"Chỉ bằng mắt thường, tôi đã phát hiện tụ tantalum 100µF/16V bị phồng.",,tụ tantalum 100µF/16V,phồng,,,
206,https://hlauto.vn,7/4/2026,Tôi từng nhận sửa một bo điều khiển Delta VFD từ xưởng chế biến thủy sản.,,bo điều khiển Delta VFD,,,xưởng chế biến thủy sản,
207,https://hlauto.vn,7/4/2026,Bo này bị ăn mòn nặng do môi trường ẩm mặn,,Bo,ăn mòn nặng do môi trường ẩm mặn,,,
208,https://hlauto.vn,7/4/2026,"Biến tần Schneider ATV312 báo lỗi ""UnF"" (Under Voltage).",Biến tần Schneider ATV312,,,UnF,,
209,https://hlauto.vn,7/4/2026,Tôi phát hiện IC UC3843 chết do quá nhiệt,,IC UC3843,chết do quá nhiệt,,,
210,https://hlauto.vn,7/4/2026,"Biến tần Mitsubishi FR-A700 7.5kW điều khiển máy cắt vải, đột nhiên báo lỗi ""OC"" (Over Current) và dừng hoạt động.",máy cắt vải,Biến tần Mitsubishi FR-A700 7.5kW,,OC,,
211,https://hlauto.vn,7/4/2026,Hệ thống 8 biến tần ABB ACS550 kết nối Modbus với PLC Siemens,biến tần ABB ACS550; PLC Siemens,,,,,
212,https://hlauto.vn,7/4/2026,"Sau cơn dông lớn, biến tần Yaskawa V1000 5.5kW điều khiển máy bào gỗ không lên nguồn.",máy bào gỗ,biến tần Yaskawa V1000 5.5kW,không lên nguồn,,,
213,https://hlauto.vn,7/4/2026,"PLC báo ""Communication Error"" với 3 biến tần",PLC; biến tần,,,Communication Error,,
214,https://hlauto.vn,7/4/2026,"Tiếp điểm aptomat 3 pha bị hở một pha do quá tải lặp lại, cầu chì chì nổ không đều",,Tiếp điểm aptomat 3 pha; cầu chì,bị hở một pha do quá tải lặp lại; nổ không đều,,,
215,https://hlauto.vn,7/4/2026,Biến tần Delta VFD-B 15kW báo ERR12 liên tục,Biến tần Delta VFD-B 15kW,,,ERR12,,
216,https://hlauto.vn,7/4/2026,Biến tần báo lỗi ERR12 (mất pha đầu vào) sau mỗi 2–3 ngày chạy.,Biến tần,,mất pha đầu vào,ERR12,,
217,https://hlauto.vn,7/4/2026,"Contactor 3 pha đã dùng được 2 năm, tiếp điểm pha T bị mòn không đều, điện trở tiếp xúc tăng cao",,Contactor 3 pha; tiếp điểm pha T,mòn không đều,,,
218,https://hlauto.vn,7/4/2026,Biến tần Schneider ATV320 7.5kW báo SPO,,Biến tần Schneider ATV320 7.5kW,,SPO,,
219,https://hlauto.vn,7/4/2026,"Biến tần chạy bình thường đến 35 Hz, nhưng khi tăng tần số lên 45–50 Hz thì báo SPO (mất pha đầu ra)",Biến tần,,mất pha đầu ra,SPO,,
220,https://hlauto.vn,7/4/2026,"Bạn sinh viên năm 4 ngành Điện tự động hóa mang biến tần INVT GD100 về xưởng thực tập, biến tần báo E-16 (mất pha đầu vào) nhưng đo điện áp 3 pha đầu vào vẫn đủ và cân bằng.",biến tần INVT GD100; biến tần,3 pha đầu,mất pha đầu vào,E-16,xưởng,
221,https://hlauto.vn,7/4/2026,"Bụi bông sợi (xưởng dệt cũ) bám dày lên board điều khiển, làm tăng điện trở rò giữa các đường mạch, cảm biến điện áp (voltage sensing resistor) đọc sai giá trị pha R.",,board điều khiển; đường mạch; cảm biến điện áp,tăng điện trở rò; đọc sai giá trị pha R,,xưởng dệt cũ,
222,https://hlauto.vn,7/4/2026,Sinh viên thực tập phát hiện lỗi mất pha trong 30 phút,,,lỗi mất pha,,,
223,https://hlauto.vn,7/4/2026,Quạt tản nhiệt kêu khác thường hoặc không quay,Quạt tản nhiệt,,kêu khác thường; không quay,,,
224,https://hlauto.vn,7/4/2026,Quạt tản nhiệt hỏng hoặc bám bụi nặng,Quạt tản nhiệt,,hỏng; bám bụi nặng,,,
225,https://hlauto.vn,7/4/2026,Module IGBT hoặc mosfet suy giảm tuổi thọ,,Module IGBT; mosfet,suy giảm tuổi thọ,,,
226,https://hlauto.vn,7/4/2026,Cảm biến nhiệt (thermistor/NTC) bị lỗi – báo OH sai,,Cảm biến nhiệt,,OH,,
227,https://hlauto.vn,7/4/2026,"Biến tần báo OH1, dừng máy sau 2–3 giờ chạy, reset tắt-bật thì chạy lại được nhưng lỗi tái phát.",máy,Biến tần,"dừng máy sau 2–3 giờ chạy, reset tắt-bật thì chạy lại được nhưng lỗi tái phát",OH1,,
228,https://hlauto.vn,7/4/2026,Xưởng dệt Bắc Ninh có INVT GD200A 22 kW báo lỗi OH1 lặp lại 3 lần/tuần,INVT GD200A 22 kW,,,OH1,Xưởng dệt Bắc Ninh,
229,https://hlauto.vn,7/4/2026,"Xưởng chế biến gỗ tại Gia Lâm, Hà Nội – tủ điện không có điều hòa, đặt ngay cạnh máy bào phát sinh nhiều mùn gỗ.",tủ điện; điều hòa; máy bào,,,,"Xưởng chế biến gỗ tại Gia Lâm, Hà Nội",
230,https://hlauto.vn,7/4/2026,Biến tần G120 trip F30001 (OH) ngay sau 30 phút khởi động mỗi ngày.,Biến tần G120,,,F30001; OH,,
231,https://hlauto.vn,7/4/2026,Fuji Frenic 5000V7 280 kW – Xưởng gỗ Hà Nam: OH1 sau 2–3 giờ chạy,Fuji Frenic 5000V7 280 kW,,,OH1,Xưởng gỗ Hà Nam,
232,https://hlauto.vn,7/4/2026,Đây là một trong những ca sửa biến tần lỗi OH nặng nhất mà HLAuto tiếp nhận trong quý I/2026.,biến tần,,,OH,,
233,https://hlauto.vn,7/4/2026,Biến tần Fuji Frenic 5000V7 công suất 280 kW tại xưởng gỗ Hà Nam – vận hành liên tục cho hệ thống băng tải chính – bắt đầu báo lỗi OH1 sau khoảng 2 đến 3 giờ khởi động mỗi ca,hệ thống băng tải chính,Biến tần Fuji Frenic 5000V7 công suất 280 kW,,OH1,xưởng gỗ Hà Nam,
234,https://hlauto.vn,7/4/2026,Máy 280 kW chạy với quạt chết hoàn toàn trong môi trường bụi là tổ hợp gây OH1 chắc chắn.,Máy 280 kW,quạt,,OH1,,
235,https://hlauto.vn,7/4/2026,"Điện áp lưới khu công nghiệp tại Bắc Ninh, Hưng Yên, Thái Nguyên thường dao động đáng kể trong giờ cao điểm – đặc biệt với các nhà máy nằm ở cuối đường dây hạ áp, nguồn yếu vốn đã không ổn định.",Điện áp lưới,,dao động đáng kể trong giờ cao điểm,,"khu công nghiệp tại Bắc Ninh, Hưng Yên, Thái Nguyên",
236,https://hlauto.vn,7/4/2026,"Biến tần 7.5 kW, dây 4 mm², khoảng cách từ tủ điện đến biến tần khoảng 60 m",Biến tần 7.5 kW; tủ điện; biến tần,dây 4 mm²,,,,
237,https://hlauto.vn,7/4/2026,Tụ điện DC bus (electrolytic capacitor) là linh kiện tiêu hao quan trọng nhất trong biến tần.,biến tần,Tụ điện DC bus,,,,
238,https://hlauto.vn,7/4/2026,"Băng tải báo UV vào giờ cao điểm tại nhà máy thực phẩm, Bắc Ninh",Băng tải,,,UV,"nhà máy thực phẩm, Bắc Ninh",
239,https://hlauto.vn,7/4/2026,Biến tần INVT GD200A-7R5G/011P-4 (7.5 kW) báo UV mỗi ngày vào khoảng 11h30–12h30 và 17h–18h,Biến tần INVT GD200A-7R5G/011P-4 (7.5 kW),,,UV,,
240,https://hlauto.vn,7/4/2026,Biến tần Delta VFD-C2000 5.5 kW báo UV mỗi khi motor khởi động tải máy dập nhỏ (tải nặng lúc khởi động),máy dập nhỏ,Biến tần Delta VFD-C2000 5.5 kW; motor,,UV,,
241,https://hlauto.vn,7/4/2026,"Biến tần Yaskawa A1000 11 kW đã dùng 8 năm, gần đây bắt đầu báo UV1 ngẫu nhiên khi chạy tải từ 60% trở lên",Biến tần Yaskawa A1000 11 kW,,,UV1,,
242,https://hlauto.vn,7/4/2026,"Tụ DC bus già sau 8 năm vận hành rại nhà máy dệt, Thái Bình",,Tụ DC bus,,,"nhà máy dệt, Thái Bình",
243,https://hlauto.vn,7/4/2026,Thay toàn bộ bộ tụ DC bus bằng tụ Nippon Chemi-Con cùng spec,,tụ DC bus; tụ Nippon Chemi-Con,,,,
244,https://hlauto.vn,7/4/2026,Biến tần Siemens G120 15 kW báo F0003 (UV) nhưng đo DC bus thực tế bằng đồng hồ thì điện áp hoàn toàn bình thường (~538VDC).,Biến tần Siemens G120 15 kW,,,F0003; UV,,
245,https://hlauto.vn,7/4/2026,"Nhà máy nhựa, Vĩnh Phúc có board đo áp báo sai",,board đo áp,báo sai,,"Nhà máy nhựa, Vĩnh Phúc",
246,https://hlauto.vn,7/4/2026,Biến tần Siemens G120 15 kW báo F0003 (UV) nhưng đo DC bus thực tế bằng đồng hồ thì điện áp hoàn toàn bình thường (~538VDC),Biến tần Siemens G120 15 kW,,,F0003; UV,,
247,https://hlauto.vn,7/4/2026,"Biến tần INVT GD200-037G/045P-4 (37kW), dây chuyền cưa xẻ gỗ.",dây chuyền cưa xẻ gỗ,Biến tần INVT GD200-037G/045P-4 (37kW),,,,
248,https://hlauto.vn,7/4/2026,"Biến tần Yaskawa GA500-4045 (45kW) báo OL3 lúc khởi động buổi sáng, chạy bình thường buổi chiều.",Biến tần Yaskawa GA500-4045 (45kW),,,OL3,,
249,https://hlauto.vn,7/4/2026,"INVT 37kW, dây chuyền ép nhựa, báo OL1 sau 20 phút chạy.",dây chuyền ép nhựa,INVT 37kW,,OL1,,
250,https://hlauto.vn,7/4/2026,Quạt HVAC tòa nhà chạy chập chờn sau khi thay motor,Quạt HVAC,motor,chạy chập chờn,,,
